dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.1875,1633298533067
dallas,ruth,mrazak,96928329000,14,labjack,true,21.0,1633298538255
dallas,ruth,mrazak,910462155048,14,labjack,true,21.0,1633298539356
dallas,ruth,mrazak,1052176647976,14,labjack,true,21.0,1633298540452
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.125,1633298843692
dallas,ruth,mrazak,96928329000,14,labjack,true,21.0,1633298848877
dallas,ruth,mrazak,910462155048,14,labjack,true,21.0,1633298849976
dallas,ruth,mrazak,1052176647976,14,labjack,true,21.0,1633298851107
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.125,1633299154292
dallas,ruth,mrazak,96928329000,14,labjack,true,20.9375,1633299159474
dallas,ruth,mrazak,910462155048,14,labjack,true,20.9375,1633299160571
dallas,ruth,mrazak,1052176647976,14,labjack,true,21.0,1633299161670
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0625,1633299464917
dallas,ruth,mrazak,96928329000,14,labjack,true,20.9375,1633299470092
dallas,ruth,mrazak,910462155048,14,labjack,true,20.9375,1633299471188
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.9375,1633299472285
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0625,1633299775531
dallas,ruth,mrazak,96928329000,14,labjack,true,20.9375,1633299780716
dallas,ruth,mrazak,910462155048,14,labjack,true,20.9375,1633299781819
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.9375,1633299782918
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0625,1633300086162
dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1633300091480
dallas,ruth,mrazak,910462155048,14,labjack,true,20.875,1633300092581
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1633300093675
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0,1633300396916
dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1633300402228
dallas,ruth,mrazak,910462155048,14,labjack,true,20.875,1633300403327
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1633300404424
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0,1633300707674
dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1633300712983
dallas,ruth,mrazak,910462155048,14,labjack,true,20.875,1633300714088
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1633300715189
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0,1633301018411
dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1633301023595
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1633301024690
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.8125,1633301025792
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,21.0,1633301329035
dallas,ruth,mrazak,96928329000,14,labjack,true,20.8125,1633301334344
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1633301335445
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.8125,1633301336547
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,20.9375,1633301639800
dallas,ruth,mrazak,96928329000,14,labjack,true,20.8125,1633301644979
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1633301646078
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.8125,1633301647176
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,20.9375,1633301950417
dallas,ruth,mrazak,96928329000,14,labjack,true,20.8125,1633301955603
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1633301956701
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.8125,1633301957796
dallas,ruth,hrnecek_s_ledem,841704586024,8,labjack,true,20.9375,1633302261037
dallas,ruth,mrazak,96928329000,14,labjack,true,20.75,1633302266219
dallas,ruth,mrazak,910462155048,14,labjack,true,20.75,1633302267320
